,created_at,text,entities,public_metrics,union
2353,2022-09-14T18:16:41.000Z,Private equity firms are buying up fossil fuel assets no one else wants and operating them secretly. We can’t afford to let private equity pollute under a shroud of darkness. Learn more in a new report from @PEstakeholder and @RealBankReform: https://t.co/BtscYAOnkn,"{'urls': [{'start': 243, 'end': 266, 'url': 'https://t.co/BtscYAOnkn', 'expanded_url': 'https://hubs.ly/Q01md5lP0', 'display_url': 'hubs.ly/Q01md5lP0', 'images': [{'url': 'https://pbs.twimg.com/news_img/1620892387605360640/BlXWtB5Z?format=jpg&name=orig', 'width': 1500, 'height': 623}, {'url': 'https://pbs.twimg.com/news_img/1620892387605360640/BlXWtB5Z?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Private Equity Climate Risks', 'description': 'Groundbreaking analysis shows private equity’s stake in the fossil fuel industry and the risks that they carry in the climate crisis.', 'unwound_url': 'https://www.peclimaterisks.org/'}], 'mentions': [{'start': 207, 'end': 221, 'username': 'PEstakeholder', 'id': '843514281106833408', 'protected': False, 'verified': False, 'created_at': '2017-03-19T17:27:31.000Z', 'description': 'The Private Equity Stakeholder Project supports workers, communities and other stakeholders impacted by private equity and private funds investments', 'url': 'https://t.co/uIpegYRNzX', 'pinned_tweet_id': '1620469766376001536', 'location': 'Chicago, IL', 'name': 'Private Equity Stakeholder Project', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1582504382406483972/ZHoweIrs_normal.jpg', 'public_metrics': {'followers_count': 1080, 'following_count': 714, 'tweet_count': 1222, 'listed_count': 25}, 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uIpegYRNzX', 'expanded_url': 'http://pestakeholder.org/', 'display_url': 'pestakeholder.org'}]}}}, {'start': 226, 'end': 241, 'username': 'RealBankReform', 'id': '57040161', 'protected': False, 'verified': True, 'created_at': '2009-07-15T15:04:38.000Z', 'description': 'AFR is a coalition of over 200 organizations campaigning for real reform in our banking & financial systems. We want to #ProtectConsumers and #StopTheDebtTrap', 'url': 'https://t.co/17C2Tei1y2', 'pinned_tweet_id': '1151562029561458689', 'location': 'Washington DC', 'name': 'AFR', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1600229574276702234/T1L9vvEK_normal.jpg', 'public_metrics': {'followers_count': 12466, 'following_count': 1592, 'tweet_count': 15660, 'listed_count': 381}, 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/17C2Tei1y2', 'expanded_url': 'https://linktr.ee/americansforfinancialreform', 'display_url': 'linktr.ee/americansforfi…'}]}, 'description': {'hashtags': [{'start': 120, 'end': 137, 'tag': 'ProtectConsumers'}, {'start': 142, 'end': 158, 'tag': 'StopTheDebtTrap'}]}}}]}","{'retweet_count': 5, 'reply_count': 0, 'like_count': 7, 'quote_count': 0, 'impression_count': 0}",AFTunion
2391,2022-09-14T00:03:00.000Z,"When we come together and speak up, change happens. 

The Inflation Reduction Act will 
✔️ lower health care costs, 
✔️tackle the climate change crisis, and 
✔️lower prescription drug costs for millions. https://t.co/DvSnIjjTnZ","{'annotations': [{'start': 58, 'end': 80, 'probability': 0.7053, 'type': 'Other', 'normalized_text': 'Inflation Reduction Act'}], 'urls': [{'start': 204, 'end': 227, 'url': 'https://t.co/DvSnIjjTnZ', 'expanded_url': 'https://www.washingtonpost.com/politics/2022/09/13/biden-inflation-reduction-act/', 'display_url': 'washingtonpost.com/politics/2022/…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1582452766554742784/gEQFdf2Z?format=jpg&name=orig', 'width': 1440, 'height': 960}, {'url': 'https://pbs.twimg.com/news_img/1582452766554742784/gEQFdf2Z?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Post Politics Now: ‘This is your victory,’ Biden celebrates Inflation Reduction Act', 'description': 'The president and fellow Democrats are trying to promote the new law in advance of the November midterms, citing it as evidence that their party can get important things done in Washington.', 'unwound_url': 'https://www.washingtonpost.com/politics/2022/09/13/biden-inflation-reduction-act/'}]}","{'retweet_count': 9, 'reply_count': 3, 'like_count': 13, 'quote_count': 1, 'impression_count': 0}",NEAToday
2419,2022-09-13T20:00:01.000Z,"The #InflationReductionAct will cut costs for working families, help tackle the climate crisis, and more. Here are 5 ways this game-changing legislation will help working families. https://t.co/1m232xXo6r","{'annotations': [{'start': 5, 'end': 25, 'probability': 0.4613, 'type': 'Other', 'normalized_text': 'InflationReductionAct'}], 'urls': [{'start': 181, 'end': 204, 'url': 'https://t.co/1m232xXo6r', 'expanded_url': 'https://twitter.com/AFTunion/status/1569777943223623686/photo/1', 'display_url': 'pic.twitter.com/1m232xXo6r', 'media_key': '3_1569750936540647431'}, {'start': 181, 'end': 204, 'url': 'https://t.co/1m232xXo6r', 'expanded_url': 'https://twitter.com/AFTunion/status/1569777943223623686/photo/1', 'display_url': 'pic.twitter.com/1m232xXo6r', 'media_key': '3_1569750926759534595'}], 'hashtags': [{'start': 4, 'end': 26, 'tag': 'InflationReductionAct'}]}","{'retweet_count': 18, 'reply_count': 3, 'like_count': 18, 'quote_count': 1, 'impression_count': 0}",AFTunion
2422,2022-09-13T19:51:36.000Z,"#IBEW electrician Lovette Jacobs at @WhiteHouse: ""The IRA won’t just lower energy costs. It will create an untold number of energy jobs. It also comes with some of the strongest worker protections we’ve ever seen.""","{'annotations': [{'start': 1, 'end': 4, 'probability': 0.3771, 'type': 'Organization', 'normalized_text': 'IBEW'}, {'start': 18, 'end': 31, 'probability': 0.7648, 'type': 'Person', 'normalized_text': 'Lovette Jacobs'}, {'start': 54, 'end': 56, 'probability': 0.857, 'type': 'Organization', 'normalized_text': 'IRA'}], 'hashtags': [{'start': 0, 'end': 5, 'tag': 'IBEW'}], 'mentions': [{'start': 36, 'end': 47, 'username': 'WhiteHouse', 'id': '1323730225067339784', 'protected': False, 'verified': True, 'created_at': '2020-11-03T20:55:58.000Z', 'description': 'Welcome to the Biden-Harris White House! Tweets may be archived: https://t.co/UbZQo0sWVf', 'url': 'https://t.co/121St65y97', 'pinned_tweet_id': '1623137918788198400', 'location': 'United States of America', 'name': 'The White House', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1351938473142448133/JQT93Cjo_normal.jpg', 'public_metrics': {'followers_count': 8464614, 'following_count': 6, 'tweet_count': 5466, 'listed_count': 12572}, 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/121St65y97', 'expanded_url': 'http://WhiteHouse.gov', 'display_url': 'WhiteHouse.gov'}]}, 'description': {'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/UbZQo0sWVf', 'expanded_url': 'http://whitehouse.gov/privacy', 'display_url': 'whitehouse.gov/privacy'}]}}}]}","{'retweet_count': 6, 'reply_count': 1, 'like_count': 39, 'quote_count': 2, 'impression_count': 0}",IBEW
2427,2022-09-13T19:01:03.000Z,".@POTUS is hosting a celebration of the Inflation Reduction Act today, highlighting how the law will lower the cost of energy, Rx and health care for American families, combat the climate crisis, reduce the deficit, and make the largest corporations pay their fair share. https://t.co/WRlwpl0wep","{'annotations': [{'start': 50, 'end': 58, 'probability': 0.6176, 'type': 'Other', 'normalized_text': 'Reduction'}], 'urls': [{'start': 272, 'end': 295, 'url': 'https://t.co/WRlwpl0wep', 'expanded_url': 'https://twitter.com/AFSCME/status/1569763102798798851/photo/1', 'display_url': 'pic.twitter.com/WRlwpl0wep', 'media_key': '3_1569763099233730561'}], 'mentions': [{'start': 1, 'end': 7, 'username': 'POTUS', 'id': '1349149096909668363', 'protected': False, 'verified': True, 'created_at': '2021-01-13T00:37:08.000Z', 'description': '46th President of the United States, husband to @FLOTUS, proud dad & pop. Tweets may be archived: https://t.co/HDhBZBkKpU\nText me: (302) 404-0880', 'url': 'https://t.co/MzB1JWfbJ0', 'pinned_tweet_id': '1623140021657018369', 'name': 'President Biden', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1380530524779859970/TfwVAbyX_normal.jpg', 'public_metrics': {'followers_count': 29407116, 'following_count': 13, 'tweet_count': 5284, 'listed_count': 22882}, 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MzB1JWfbJ0', 'expanded_url': 'http://WhiteHouse.gov', 'display_url': 'WhiteHouse.gov'}]}, 'description': {'urls': [{'start': 98, 'end': 121, 'url': 'https://t.co/HDhBZBkKpU', 'expanded_url': 'http://whitehouse.gov/privacy', 'display_url': 'whitehouse.gov/privacy'}], 'mentions': [{'start': 48, 'end': 55, 'username': 'FLOTUS'}]}}}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0, 'impression_count': 0}",AFSCME
2430,2022-09-13T18:21:00.000Z,. @Giti_Tire_USA We believe that companies that receive public support have moral and legal obligations to the public that begins with their employees and extends to the taxpayers - https://t.co/hKgInQHC6I. #timefor8 #sdgs #sdg8 #decentwork #1u @SynergosInst @UNSDSN @SDGoals https://t.co/dQsiQFgw9v,"{'urls': [{'start': 182, 'end': 205, 'url': 'https://t.co/hKgInQHC6I', 'expanded_url': 'https://tinyurl.com/WRBgitireport', 'display_url': 'tinyurl.com/WRBgitireport', 'unwound_url': 'https://www.usw.org/assets/pdfs/organizing/WorkersRightsBoardReport_2022.pdf'}, {'start': 276, 'end': 299, 'url': 'https://t.co/dQsiQFgw9v', 'expanded_url': 'https://twitter.com/steelworkers/status/1569753024242802692/photo/1', 'display_url': 'pic.twitter.com/dQsiQFgw9v', 'media_key': '3_1569657638203363330'}], 'hashtags': [{'start': 207, 'end': 216, 'tag': 'timefor8'}, {'start': 217, 'end': 222, 'tag': 'sdgs'}, {'start': 223, 'end': 228, 'tag': 'sdg8'}, {'start': 229, 'end': 240, 'tag': 'decentwork'}, {'start': 241, 'end': 244, 'tag': '1u'}], 'mentions': [{'start': 2, 'end': 16, 'username': 'Giti_Tire_USA', 'id': '4192608733', 'protected': False, 'verified': False, 'created_at': '2015-11-10T17:32:43.000Z', 'description': 'Headquartered in Singapore - Giti Tire is a global tire company, offering a complete range of quality tires and services - delivering to more than 130 countries', 'url': 'https://t.co/8eFxYPydfO', 'location': 'Rancho Cucamonga, CA', 'name': 'Giti Tire USA', 'profile_image_url': 'https://pbs.twimg.com/profile_images/664137311626522624/W5ghJZQJ_normal.png', 'public_metrics': {'followers_count': 61, 'following_count': 0, 'tweet_count': 0, 'listed_count': 2}, 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8eFxYPydfO', 'expanded_url': 'http://giti.com/', 'display_url': 'giti.com'}]}}}, {'start': 245, 'end': 258, 'username': 'synergosinst', 'id': '3429159197', 'protected': False, 'verified': False, 'created_at': '2015-08-18T00:27:47.000Z', 'description': ""We've moved to @synergos. Please follow us there - thanks."", 'url': 'http://t.co/DkYX2MAsYt', 'name': 'Synergos Institute', 'profile_image_url': 'https://pbs.twimg.com/profile_images/633567706394984448/UXJ9WioL_normal.png', 'public_metrics': {'followers_count': 5, 'following_count': 0, 'tweet_count': 1, 'listed_count': 1}, 'entities': {'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/DkYX2MAsYt', 'expanded_url': 'http://www.synergos.org', 'display_url': 'synergos.org'}]}, 'description': {'mentions': [{'start': 15, 'end': 24, 'username': 'synergos'}]}}}, {'start': 259, 'end': 266, 'username': 'UNSDSN', 'id': '792378206', 'protected': False, 'verified': False, 'created_at': '2012-08-30T20:53:35.000Z', 'description': 'The Sustainable Development Solutions Network (SDSN) mobilizes the world’s top experts on key challenges of #SDG implementation for achieving #Agenda2030.', 'url': 'https://t.co/uSJEEqAgbp', 'location': '📍NYC, Paris, & Kuala Lumpur', 'name': 'SDSN', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1576958928927219719/t-533Vhq_normal.jpg', 'public_metrics': {'followers_count': 31780, 'following_count': 1036, 'tweet_count': 11254, 'listed_count': 736}, 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uSJEEqAgbp', 'expanded_url': 'https://www.unsdsn.org', 'display_url': 'unsdsn.org'}]}, 'description': {'hashtags': [{'start': 108, 'end': 112, 'tag': 'SDG'}, {'start': 142, 'end': 153, 'tag': 'Agenda2030'}]}}}, {'start': 267, 'end': 275, 'username': 'SDGoals', 'id': '2738951837', 'protected': False, 'verified': False, 'created_at': '2014-08-10T12:12:04.000Z', 'description': 'Sustainable Development Goals', 'name': 'SDGs', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1523789532226801664/CIUf2-KA_normal.jpg', 'public_metrics': {'followers_count': 68308, 'following_count': 1859, 'tweet_count': 13538, 'listed_count': 631}}]}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'impression_count': 0}",steelworkers
2480,2022-09-12T18:42:34.000Z,The Inflation Reduction Act means investment in rebuilding domestic manufacturing and tapping into America's energy resources. And that means #IBEW jobs. https://t.co/hps6KL6B9d,"{'urls': [{'start': 154, 'end': 177, 'url': 'https://t.co/hps6KL6B9d', 'expanded_url': 'https://twitter.com/IBEW/status/1569396066147078149/photo/1', 'display_url': 'pic.twitter.com/hps6KL6B9d', 'media_key': '3_1569396059205410829'}], 'hashtags': [{'start': 142, 'end': 147, 'tag': 'IBEW'}], 'annotations': [{'start': 4, 'end': 26, 'probability': 0.63, 'type': 'Other', 'normalized_text': 'Inflation Reduction Act'}, {'start': 99, 'end': 105, 'probability': 0.9048, 'type': 'Place', 'normalized_text': 'America'}, {'start': 143, 'end': 146, 'probability': 0.3318, 'type': 'Other', 'normalized_text': 'IBEW'}]}","{'retweet_count': 40, 'reply_count': 2, 'like_count': 82, 'quote_count': 2, 'impression_count': 0}",IBEW
2503,2022-09-12T14:34:46.000Z,"Thanks to the UA VIP program, U.S. Marine Sgt. Rachel Lablance had a smooth transition to a UA-registered apprenticeship after the military. 

Learn how the program helps grow the UA: 

https://t.co/NG7KvuAqkx","{'urls': [{'start': 186, 'end': 209, 'url': 'https://t.co/NG7KvuAqkx', 'expanded_url': 'https://www.uavip.org/news-happenings/ua-vip-program-provides-marine-a-smooth-transition-to-civilian-career', 'display_url': 'uavip.org/news-happening…', 'status': 200, 'title': 'UA VIP program provides Marine a smooth transition to civilian career', 'description': 'The UA VIP program provided U.S. Marine Sgt. Rachel Lablance with a smooth transition to civilian life through a guaranteed job after the military.', 'unwound_url': 'https://www.uavip.org/news-happenings/ua-vip-program-provides-marine-a-smooth-transition-to-civilian-career'}], 'annotations': [{'start': 14, 'end': 15, 'probability': 0.3915, 'type': 'Other', 'normalized_text': 'UA'}, {'start': 30, 'end': 44, 'probability': 0.4973, 'type': 'Place', 'normalized_text': 'U.S. Marine Sgt'}, {'start': 47, 'end': 61, 'probability': 0.8294, 'type': 'Other', 'normalized_text': 'Rachel Lablance'}]}","{'retweet_count': 4, 'reply_count': 1, 'like_count': 13, 'quote_count': 0, 'impression_count': 0}",UAPipeTrades
2508,2022-09-12T13:49:49.000Z,"Georgia's growth, emerging EV sector, a good sign for unions.  https://t.co/7tKQ3vrNfZ","{'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/7tKQ3vrNfZ', 'expanded_url': 'https://bit.ly/3RCq6YF', 'display_url': 'bit.ly/3RCq6YF', 'images': [{'url': 'https://pbs.twimg.com/news_img/1608897259659304961/R3CdETEl?format=jpg&name=orig', 'width': 639, 'height': 319}, {'url': 'https://pbs.twimg.com/news_img/1608897259659304961/R3CdETEl?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': ""Labor leaders believe Georgia's growth, emerging EV sector, a good sign for unions"", 'description': 'Labor Day brought unions, political candidates and activists together to celebrate a few wins and ponder expanding membership in the future.', 'unwound_url': 'https://www.augustachronicle.com/story/news/politics/2022/09/10/georgia-unions-leaders-talk-future-organized-labor/8024420001/'}], 'annotations': [{'start': 0, 'end': 6, 'probability': 0.9748, 'type': 'Place', 'normalized_text': 'Georgia'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 13, 'quote_count': 0, 'impression_count': 0}",IBEW
2535,2022-09-11T12:00:02.000Z,"The TWU honors the sacrifices made by Cabin Crews, Passengers, First Responders &amp; all the innocent victims of the #September11 attacks &amp; celebrate those who played a crucial role w/ recovery and clean up at Ground Zero. Read our full message:
https://t.co/9Pg28gD60w
#NeverForget","{'urls': [{'start': 251, 'end': 274, 'url': 'https://t.co/9Pg28gD60w', 'expanded_url': 'https://www.twu.org/remembering-the-21st-anniversary-of-the-9-11-attacks/', 'display_url': 'twu.org/remembering-th…', 'status': 200, 'title': 'Remembering the 21st Anniversary of the 9/11 Attacks – Transport Workers Union', 'description': 'This year marks the 21 st anniversary of the 9/11 terrorist attacks. The TWU honors the sacrifices made over two decades ago by Cabin Crews, Passengers, First Responders, and all the innocent victims of that day. The TWU also celebrates our members who played a crucial role in the following months, without hesitation, selflessly assisting with response, transportation, rescue, recovery, and clean up at Ground Zero. We also mourn those who we have lost from illnesses sustained while working at Ground Zero', 'unwound_url': 'https://www.twu.org/remembering-the-21st-anniversary-of-the-9-11-attacks/'}], 'hashtags': [{'start': 118, 'end': 130, 'tag': 'September11'}, {'start': 275, 'end': 287, 'tag': 'NeverForget'}], 'annotations': [{'start': 4, 'end': 6, 'probability': 0.5336, 'type': 'Organization', 'normalized_text': 'TWU'}, {'start': 38, 'end': 48, 'probability': 0.6739, 'type': 'Other', 'normalized_text': 'Cabin Crews'}, {'start': 215, 'end': 225, 'probability': 0.7227, 'type': 'Other', 'normalized_text': 'Ground Zero'}]}","{'retweet_count': 11, 'reply_count': 0, 'like_count': 21, 'quote_count': 0, 'impression_count': 0}",transportworker
